transaction_id,customer_id,transaction_date,channel,payment_method,product_category,quantity,unit_price,transaction_amount
T0008447,C01394,2025-08-29,Mobile App,Debit Card,Electronics,2,1597.31,3194.63
T0008448,C01394,2025-08-29,Web,Credit Card,Home & Kitchen,2,518.14,1036.29
T0008449,C01394,2025-08-29,Mobile App,Debit Card,Clothing,1,849.66,849.66
T0001775,C00292,2025-08-29,Web,Cash,Electronics,1,2627.68,2627.68
T0001982,C00325,2025-08-29,Web,Credit Card,Sports,2,119.35,238.7
T0008624,C01422,2025-08-29,Mobile App,Credit Card,Electronics,2,999.64,1999.28
T0008451,C01394,2025-08-29,Mobile App,Cash,Electronics,1,1538.83,1538.83
T0001755,C00290,2025-08-29,Mobile App,Credit Card,Clothing,2,1164.34,2328.67
T0002036,C00332,2025-08-29,Mobile App,Credit Card,Books,1,3226.3,3226.3
T0002007,C00328,2025-08-29,Mobile App,Credit Card,Books,2,546.74,1093.47
T0008426,C01390,2025-08-29,In-Store,Credit Card,Books,2,1459.67,2919.35
T0008648,C01426,2025-08-29,Mobile App,Wallet,Beauty,1,1162.84,1162.84
T0008398,C01386,2025-08-29,Mobile App,Credit Card,Home & Kitchen,5,222.45,1112.24
T0002027,C00330,2025-08-29,Web,Wallet,Sports,1,1085.22,1085.22
T0008401,C01386,2025-08-29,Mobile App,Credit Card,Electronics,1,2382.73,2382.73
T0008402,C01386,2025-08-29,Mobile App,Debit Card,Sports,1,3531.82,3531.82
T0002026,C00330,2025-08-29,Mobile App,Debit Card,Home & Kitchen,1,1045.92,1045.92
T0002025,C00330,2025-08-29,Web,Credit Card,Beauty,3,246.96,740.87
T0002024,C00330,2025-08-29,Web,Debit Card,Books,1,4059.26,4059.26
T0008406,C01387,2025-08-29,Mobile App,Debit Card,Clothing,1,2205.02,2205.02
T0008408,C01387,2025-08-29,Mobile App,Credit Card,Books,2,801.39,1602.79
T0008409,C01387,2025-08-29,Mobile App,Debit Card,Books,2,488.12,976.24
T0002023,C00330,2025-08-29,Mobile App,Debit Card,Beauty,1,667.12,667.12
T0002022,C00330,2025-08-29,Web,Wallet,Clothing,4,310.43,1241.7
T0002020,C00329,2025-08-29,Mobile App,Credit Card,Clothing,1,452.96,452.96
T0008414,C01388,2025-08-29,Web,Cash,Home & Kitchen,1,648.32,648.32
T0008644,C01426,2025-08-29,Web,Debit Card,Books,2,663.92,1327.83
T0002019,C00329,2025-08-29,Web,Debit Card,Sports,1,2291.89,2291.89
T0001751,C00289,2025-08-29,Mobile App,Wallet,Books,2,423.25,846.49
T0002017,C00329,2025-08-29,Mobile App,Debit Card,Toys,1,2938.29,2938.29
T0002016,C00329,2025-08-29,Web,Credit Card,Home & Kitchen,1,3232.77,3232.77
T0002011,C00329,2025-08-29,Web,Credit Card,Electronics,1,826.4,826.4
T0002009,C00328,2025-08-29,Mobile App,Credit Card,Clothing,1,4405.71,4405.71
T0001752,C00289,2025-08-29,Web,Debit Card,Home & Kitchen,1,1617.07,1617.07
T0008425,C01390,2025-08-29,Mobile App,Debit Card,Books,1,1939.72,1939.72
T0008639,C01425,2025-08-29,Mobile App,Credit Card,Clothing,2,699.76,1399.52
T0008638,C01425,2025-08-29,Mobile App,Credit Card,Toys,3,525.69,1577.06
T0001599,C00262,2025-08-29,Mobile App,Debit Card,Clothing,1,1546.73,1546.73
T0009073,C01505,2025-08-29,Mobile App,Credit Card,Home & Kitchen,2,954.63,1909.25
T0001595,C00262,2025-08-29,Web,Credit Card,Beauty,2,1071.2,2142.41
T0009576,C01588,2025-08-29,Web,Debit Card,Sports,1,173.06,173.06
T0009577,C01588,2025-08-29,Web,Wallet,Beauty,1,1661.77,1661.77
T0000529,C00082,2025-08-29,Mobile App,Debit Card,Toys,2,424.17,848.34
T0000527,C00082,2025-08-29,Mobile App,Credit Card,Electronics,1,1537.55,1537.55
T0009580,C01589,2025-08-29,In-Store,Debit Card,Clothing,2,1349.82,2699.64
T0000524,C00082,2025-08-29,Web,Debit Card,Electronics,4,334.22,1336.87
T0009582,C01589,2025-08-29,In-Store,Credit Card,Beauty,5,193.4,967.02
T0000523,C00082,2025-08-29,Mobile App,Cash,Electronics,5,279.63,1398.14
T0000520,C00081,2025-08-29,In-Store,Debit Card,Home & Kitchen,1,2912.73,2912.73
T0000519,C00081,2025-08-29,Mobile App,Credit Card,Sports,5,304.22,1521.08
T0000517,C00081,2025-08-29,In-Store,Debit Card,Toys,3,1642.62,4927.87
T0000512,C00080,2025-08-29,Web,Wallet,Electronics,1,3170.97,3170.97
T0000509,C00079,2025-08-29,In-Store,Credit Card,Home & Kitchen,2,513.83,1027.66
T0000507,C00079,2025-08-29,Web,Cash,Toys,1,974.02,974.02
T0009594,C01594,2025-08-29,Mobile App,,Books,1,1885.81,1885.81
T0009595,C01594,2025-08-29,Web,Debit Card,Clothing,3,441.32,1323.95
T0009596,C01594,2025-08-29,Web,Debit Card,Sports,1,1506.22,1506.22
T0009597,C01594,2025-08-29,Mobile App,Debit Card,Books,1,946.55,946.55
T0009598,C01594,2025-08-29,Mobile App,Credit Card,Beauty,4,202.79,811.15
T0009599,C01594,2025-08-29,Web,Credit Card,Electronics,3,416.85,1250.56
T0009602,C01595,2025-08-29,In-Store,Debit Card,Beauty,2,480.91,961.83
T0000501,C00078,2025-08-29,Web,Wallet,Books,1,3862.53,3862.53
T0009607,C01595,2025-08-29,,Debit Card,Home & Kitchen,3,933.04,2799.12
T0009575,C01588,2025-08-29,Mobile App,Credit Card,Clothing,1,3628.8,3628.8
T0009609,C01596,2025-08-29,Web,Debit Card,Home & Kitchen,1,2469.86,2469.86
T0000532,C00083,2025-08-29,Mobile App,Debit Card,Clothing,1,1619.49,1619.49
T0000533,C00083,2025-08-29,Web,Credit Card,Toys,1,468.38,468.38
T0009540,C01582,2025-08-29,In-Store,Wallet,Beauty,2,543.07,1086.14
T0009541,C01582,2025-08-29,Web,Wallet,Toys,1,1883.92,1883.92
T0000555,C00088,2025-08-29,Web,Cash,Books,1,1385.61,1385.61
T0000554,C00087,2025-08-29,Mobile App,Debit Card,Electronics,3,203.86,611.58
T0009545,C01583,2025-08-29,Web,Credit Card,Electronics,1,1505.18,1505.18
T0009547,C01584,2025-08-29,Mobile App,Debit Card,Books,1,1080.73,1080.73
T0009548,C01584,2025-08-29,Web,Credit Card,Clothing,2,309.99,619.99
T0000553,C00087,2025-08-29,Web,Credit Card,Beauty,1,573.02,573.02
T0009550,C01584,2025-08-29,In-Store,Credit Card,Beauty,1,440.5,440.5
T0009551,C01584,2025-08-29,Mobile App,Credit Card,Books,3,1096.06,3288.19
T0009553,C01584,2025-08-29,Mobile App,Cash,Home & Kitchen,3,811.65,2434.96
T0009554,C01584,2025-08-29,Web,Credit Card,Electronics,2,487.47,974.95
T0009555,C01585,2025-08-29,Web,Cash,Books,1,5380.14,5380.14
T0000550,C00087,2025-08-29,Mobile App,Credit Card,Clothing,2,961.17,1922.33
T0009557,C01585,2025-08-29,Mobile App,Cash,Electronics,2,660.08,1320.16
T0009558,C01585,2025-08-29,Web,Debit Card,Electronics,4,276.09,1104.35
T0009560,C01585,2025-08-29,Web,Credit Card,Electronics,1,789.16,789.16
T0009561,C01585,2025-08-29,Mobile App,Cash,Electronics,1,855.47,855.47
T0009562,C01585,2025-08-29,Web,Credit Card,Books,1,1546.01,1546.01
T0000543,C00085,2025-08-29,In-Store,Debit Card,Beauty,2,626.98,1253.96
T0000542,C00085,2025-08-29,Web,Cash,Beauty,1,1383.42,1383.42
T0000537,C00083,2025-08-29,In-Store,Cash,Clothing,3,639.33,1917.99
T0000536,C00083,2025-08-29,Mobile App,Cash,Toys,1,1477.69,1477.69
T0009572,C01587,2025-08-29,Mobile App,Debit Card,Clothing,2,1385.92,2771.84
T0009539,C01582,2025-08-29,,Debit Card,Beauty,1,418.48,418.48
T0009610,C01596,2025-08-29,Mobile App,Credit Card,Home & Kitchen,1,1736.42,1736.42
T0009612,C01596,2025-08-29,Web,Cash,Clothing,2,585.14,1170.29
T0000442,C00071,2025-08-29,In-Store,Credit Card,Toys,1,1346.63,1346.63
T0009656,C00003,2025-08-29,Mobile App,Debit Card,Home & Kitchen,1,626.99,626.99
T0009657,C00004,2025-08-29,Web,Cash,Home & Kitchen,1,1655.24,1655.24
T0000440,C00071,2025-08-29,Mobile App,Credit Card,Home & Kitchen,4,334.39,1337.57
T0009659,C00004,2025-08-29,Mobile App,Cash,Home & Kitchen,1,212.16,212.16
T0000439,C00070,2025-08-29,Web,Credit Card,Sports,1,3077.81,3077.81
T0000437,C00070,2025-08-29,Mobile App,Debit Card,Clothing,2,1073.8,2147.6
T0000434,C00070,2025-08-29,Web,Cash,Sports,1,1613.38,1613.38
T0000433,C00070,2025-08-29,,Credit Card,Toys,1,3198.24,3198.24
T0000430,C00069,2025-08-29,Web,Credit Card,Books,1,566.99,566.99
T0009666,C00005,2025-08-29,Web,Debit Card,Beauty,1,1226.31,1226.31
T0000427,C00069,2025-08-29,Mobile App,Debit Card,Electronics,6,97.53,585.21
T0009672,C00005,2025-08-29,Mobile App,Credit Card,Electronics,1,1182.76,1182.76
T0009673,C00006,2025-08-29,Web,Credit Card,Beauty,1,2838.26,2838.26
T0009674,C00006,2025-08-29,Mobile App,Wallet,Clothing,1,4599.93,4599.93
T0009677,C00006,2025-08-29,Web,Cash,Toys,3,609.09,1827.27
T0000424,C00069,2025-08-29,Web,Wallet,Toys,1,3198.88,3198.88
T0009680,C00007,2025-08-29,Web,Wallet,Sports,1,948.9,948.9
T0009681,C00007,2025-08-29,Mobile App,Debit Card,Home & Kitchen,1,1509.83,1509.83
T0000418,C00068,2025-08-29,Mobile App,Debit Card,Beauty,1,505.67,505.67
T0000417,C00068,2025-08-29,Web,Cash,Home & Kitchen,5,254.33,1271.67
T0000414,C00067,2025-08-29,Mobile App,Debit Card,Beauty,1,1012.89,1012.89
T0009689,C00008,2025-08-29,Mobile App,Credit Card,Electronics,1,1323.79,1323.79
T0000444,C00071,2025-08-29,Web,Cash,Sports,2,953.88,1907.77
T0009611,C01596,2025-08-29,Web,Wallet,Books,1,1145.48,1145.48
T0009650,C00003,2025-08-29,Mobile App,Cash,Electronics,1,4371.19,4371.19
T0009647,C00002,2025-08-29,Web,Wallet,Books,2,210.07,420.13
T0000486,C00076,2025-08-29,Web,Credit Card,Sports,3,564.58,1693.75
T0000485,C00076,2025-08-29,Web,Cash,Clothing,1,984.61,984.61
T0000484,C00076,2025-08-29,In-Store,Debit Card,Clothing,1,1197.1,1197.1
T0000483,C00076,2025-08-29,Web,Wallet,Books,1,2220.32,2220.32
T0000479,C00076,2025-08-29,Mobile App,Credit Card,Sports,1,508.33,508.33
T0000476,C00075,2025-08-29,Mobile App,Wallet,Home & Kitchen,1,1737.78,1737.78
T0009621,C01598,2025-08-29,Web,Credit Card,Home & Kitchen,2,553.25,1106.51
T0000475,C00075,2025-08-29,Mobile App,Cash,Sports,1,845.62,845.62
T0000474,C00075,2025-08-29,Web,Debit Card,Sports,4,448.01,1792.04
T0000472,C00075,2025-08-29,In-Store,Debit Card,Books,2,711.22,1422.44
T0000469,C00075,2025-08-29,Web,Cash,Beauty,1,3703.99,3703.99
T0009627,C01598,2025-08-29,Web,Debit Card,Toys,5,499.02,2495.11
T0000465,C00074,2025-08-29,In-Store,Cash,Beauty,1,1275.42,1275.42
T0009631,C01599,2025-08-29,Web,Credit Card,Toys,1,3265.07,3265.07
T0009632,C01599,2025-08-29,,Debit Card,Toys,1,572.48,572.48
T0009635,C01600,2025-08-29,Web,Cash,Books,3,501.65,1504.94
T0009637,C01600,2025-08-29,In-Store,Debit Card,Clothing,1,1546.42,1546.42
T0000463,C00073,2025-08-29,Web,Wallet,Beauty,1,2267.45,2267.45
T0000462,C00073,2025-08-29,Mobile App,Credit Card,Beauty,3,145.17,435.5
T0000454,C00073,2025-08-29,Web,Debit Card,Beauty,1,1533.19,1533.19
T0009643,C00001,2025-08-29,Web,Cash,Home & Kitchen,2,282.9,565.79
T0000451,C00073,2025-08-29,Web,Credit Card,Toys,3,303.29,909.87
T0009645,C00002,2025-08-29,Web,Credit Card,Beauty,1,1299.62,1299.62
T0000445,C00072,2025-08-29,Web,Debit Card,Toys,1,724.51,724.51
T0000410,C00067,2025-08-29,Mobile App,Cash,Home & Kitchen,3,711.83,2135.5
T0000561,C00089,2025-08-29,Web,Credit Card,Sports,1,1707.15,1707.15
T0009536,C01581,2025-08-29,Web,Credit Card,Clothing,1,2935.84,2935.84
T0000713,C00115,2025-08-29,Web,Wallet,Home & Kitchen,1,1165.85,1165.85
T0000712,C00115,2025-08-29,In-Store,Credit Card,Beauty,1,1846.64,1846.64
T0009427,C01564,2025-08-29,Web,Debit Card,Beauty,1,3102.14,3102.14
T0009429,C01565,2025-08-29,Web,Credit Card,Sports,3,1119.55,3358.64
T0000708,C00115,2025-08-29,Web,Wallet,Electronics,2,715.79,1431.59
T0009431,C01565,2025-08-29,Web,Credit Card,Toys,1,3081.48,3081.48
T0000707,C00114,2025-08-29,Web,Credit Card,Clothing,1,3971.86,3971.86
T0000703,C00113,2025-08-29,Mobile App,Debit Card,Sports,1,1873.01,1873.01
T0009434,C01565,2025-08-29,Mobile App,Credit Card,Clothing,1,450.47,450.47
T0009436,C01565,2025-08-29,Web,Cash,Clothing,1,1233.09,1233.09
T0000694,C00111,2025-08-29,Mobile App,Debit Card,Beauty,1,3384.47,3384.47
T0000693,C00111,2025-08-29,Web,Credit Card,Beauty,1,820.13,820.13
T0009440,C01566,2025-08-29,In-Store,Wallet,Books,1,1121.25,1121.25
T0009442,C01566,2025-08-29,Mobile App,Cash,Home & Kitchen,2,558.93,1117.86
T0000688,C00110,2025-08-29,Web,Credit Card,Books,3,977.72,2933.15
T0000687,C00110,2025-08-29,Web,Debit Card,Clothing,2,1108.2,2216.4
T0009447,C01567,2025-08-29,In-Store,Credit Card,Beauty,1,2649.1,2649.1
T0009449,C01567,2025-08-29,Mobile App,Credit Card,Sports,1,1753.87,1753.87
T0009451,C01567,2025-08-29,Web,Credit Card,Electronics,4,381.07,1524.28
T0000683,C00109,2025-08-29,In-Store,Debit Card,Books,2,293.47,586.93
T0000681,C00108,2025-08-29,Web,Credit Card,Books,1,773.99,773.99
T0000679,C00107,2025-08-29,Web,Debit Card,Sports,1,3184.41,3184.41
T0000678,C00107,2025-08-29,Web,Cash,Sports,2,353.27,706.54
T0009421,C01563,2025-08-29,Mobile App,Cash,Home & Kitchen,1,1408.57,1408.57
T0000675,C00107,2025-08-29,Mobile App,Credit Card,Clothing,3,712.42,2137.26
T0009419,C01563,2025-08-29,Mobile App,Debit Card,Sports,1,2293.67,2293.67
T0000722,C00117,2025-08-29,In-Store,Cash,Home & Kitchen,2,1376.74,2753.47
T0009389,C01559,2025-08-29,Mobile App,Cash,Books,1,2658.88,2658.88
T0000746,C00122,2025-08-29,Web,Credit Card,Sports,1,858.71,858.71
T0009391,C01559,2025-08-29,Mobile App,Debit Card,Sports,1,1386.24,1386.24
T0000745,C00122,2025-08-29,Web,Credit Card,Books,1,923.49,923.49
T0009393,C01559,2025-08-29,Mobile App,Credit Card,Clothing,2,1293.58,2587.16
T0000743,C00122,2025-08-29,In-Store,Cash,Clothing,2,307.68,615.36
T0000742,C00121,2025-08-29,Mobile App,Credit Card,Electronics,3,81.31,243.92
T0009397,C01560,2025-08-29,In-Store,Credit Card,Clothing,3,321.69,965.07
T0000739,C00121,2025-08-29,Web,Cash,Home & Kitchen,2,374.69,749.37
T0009399,C01560,2025-08-29,Web,Cash,Electronics,2,551.03,1102.05
T0009400,C01560,2025-08-29,Web,Credit Card,Toys,2,713.03,1426.06
T0009401,C01561,2025-08-29,Mobile App,Wallet,Toys,3,728.29,2184.86
T0009402,C01561,2025-08-29,In-Store,Debit Card,Beauty,4,668.1,2672.41
T0000736,C00120,2025-08-29,Web,Debit Card,Beauty,3,961.92,2885.75
T0009404,C01561,2025-08-29,Mobile App,Cash,Toys,1,1625.78,1625.78
T0009405,C01561,2025-08-29,Web,Cash,Books,1,804.91,804.91
T0009406,C01561,2025-08-29,Mobile App,Wallet,Sports,1,4254.02,4254.02
T0000734,C00120,2025-08-29,Web,Credit Card,Electronics,1,834.51,834.51
T0000733,C00120,2025-08-29,Web,Wallet,Clothing,3,739.49,2218.47
T0000729,C00119,2025-08-29,Web,Credit Card,Home & Kitchen,2,550.06,1100.12
T0009411,C01562,2025-08-29,Web,Debit Card,Beauty,2,575.29,1150.57
T0009412,C01562,2025-08-29,Mobile App,Cash,Books,3,683.56,2050.69
T0000723,C00118,2025-08-29,Mobile App,Credit Card,Home & Kitchen,1,2504.43,2504.43
T0000719,C00117,2025-08-29,Mobile App,Wallet,Clothing,2,730.93,1461.85
T0000562,C00089,2025-08-29,Mobile App,Cash,Toys,2,730.89,1461.77
T0000673,C00107,2025-08-29,Web,Credit Card,Books,1,1965.25,1965.25
T0009464,C01570,2025-08-29,Web,Credit Card,Toys,1,1176.46,1176.46
T0009502,C01576,2025-08-29,In-Store,Cash,Clothing,1,508.63,508.63
T0000625,C00099,2025-08-29,In-Store,Debit Card,Clothing,3,502.28,1506.83
T0009505,C01576,2025-08-29,Web,Credit Card,Books,2,660.26,1320.52
T0009506,C01576,2025-08-29,In-Store,Credit Card,Beauty,1,2774.82,2774.82
T0000624,C00099,2025-08-29,In-Store,Credit Card,Beauty,2,598.41,1196.82
T0000623,C00099,2025-08-29,In-Store,Cash,Sports,2,807.24,1614.47
T0000622,C00098,2025-08-29,In-Store,Debit Card,Beauty,1,971.03,971.03
T0009510,C01577,2025-08-29,Web,Credit Card,Books,1,398.83,398.83
T0000619,C00098,2025-08-29,Mobile App,Credit Card,Sports,2,294.85,589.7
T0009513,C01578,2025-08-29,Web,Credit Card,Books,1,763.31,763.31
T0000609,C00096,2025-08-29,Mobile App,Credit Card,Books,2,975.66,1951.31
T0009516,C01578,2025-08-29,In-Store,Credit Card,Books,1,1581.36,1581.36
T0000602,C00095,2025-08-29,Mobile App,Credit Card,Home & Kitchen,1,2261.34,2261.34
T0000599,C00095,2025-08-29,Mobile App,Credit Card,Toys,1,3207.95,3207.95
T0009521,C01579,2025-08-29,In-Store,Credit Card,Clothing,1,2235.36,2235.36
T0000596,C00095,2025-08-29,Web,Debit Card,Books,1,993.7,993.7
T0000577,C00092,2025-08-29,Mobile App,Credit Card,Clothing,4,452.6,1810.4
T0000573,C00091,2025-08-29,Mobile App,Cash,Beauty,2,436.55,873.09
T0000572,C00091,2025-08-29,Web,Credit Card,Toys,2,4581.1,9162.3
T0000566,C00090,2025-08-29,Mobile App,Credit Card,Electronics,1,3066.62,3066.62
T0009533,C01581,2025-08-29,Mobile App,Cash,Home & Kitchen,2,179.6,359.21
T0000565,C00090,2025-08-29,Web,Debit Card,Electronics,2,514.5,1028.99
T0009535,C01581,2025-08-29,Web,Wallet,Home & Kitchen,1,1472.97,1472.97
T0000631,C00100,2025-08-29,In-Store,Credit Card,Beauty,1,1162.51,1162.51
T0000669,C00106,2025-08-29,In-Store,Debit Card,Sports,3,328.42,985.26
T0009500,C01575,2025-08-29,Mobile App,Debit Card,Toys,1,998.44,998.44
T0009498,C01575,2025-08-29,In-Store,Debit Card,Clothing,2,1448.13,2896.27
T0009465,C01570,2025-08-29,Web,Credit Card,Clothing,1,1602.22,1602.22
T0000668,C00106,2025-08-29,Web,Debit Card,Toys,2,1152.83,2305.66
T0009467,C01570,2025-08-29,Web,Cash,Sports,3,382.83,1148.5
T0000667,C00106,2025-08-29,Web,Credit Card,Beauty,1,1262.98,1262.98
T0000666,C00106,2025-08-29,In-Store,Credit Card,Toys,4,963.73,3854.92
T0009470,C01571,2025-08-29,Web,Debit Card,Electronics,8,126.97,1015.76
T0009471,C01571,2025-08-29,Web,Credit Card,Electronics,3,554.01,1662.02
T0009474,C01571,2025-08-29,Web,Cash,Books,1,1293.86,1293.86
T0009475,C01572,2025-08-29,Mobile App,Cash,Sports,1,1528.08,1528.08
T0009476,C01572,2025-08-29,Web,Wallet,Electronics,3,351.23,1053.69
T0000655,C00104,2025-08-29,In-Store,Credit Card,Sports,2,1441.87,2883.74
T0000650,C00102,2025-08-29,In-Store,Debit Card,Home & Kitchen,2,425.87,851.75
T0009483,C01573,2025-08-29,Web,Debit Card,Electronics,2,431.29,862.58
T0009484,C01573,2025-08-29,Web,Credit Card,Electronics,4,489.67,1958.68
T0009485,C01573,2025-08-29,Web,Credit Card,Electronics,2,627.98,1255.96
T0009486,C01573,2025-08-29,Web,Cash,Beauty,3,196.36,589.07
T0000648,C00102,2025-08-29,Mobile App,Credit Card,Electronics,3,907.13,2721.4
T0000640,C00101,2025-08-29,,Debit Card,Toys,2,494.75,989.51
T0009491,C01574,2025-08-29,Web,Debit Card,Books,4,397.52,1590.09
T0000639,C00101,2025-08-29,Web,Credit Card,Electronics,2,848.1,1696.21
T0000636,C00100,2025-08-29,Web,Cash,Sports,3,364.6,1093.8
T0009494,C01575,2025-08-29,Mobile App,Wallet,Beauty,2,633.17,1266.35
T0009495,C01575,2025-08-29,Web,Credit Card,Books,1,1890.11,1890.11
T0000633,C00100,2025-08-29,Web,Wallet,Books,1,794.78,794.78
T0000747,C00122,2025-08-29,Mobile App,Credit Card,Home & Kitchen,1,2415.84,2415.84
T0009692,C00008,2025-08-29,Mobile App,Debit Card,Sports,1,672.35,672.35
T0000404,C00066,2025-08-29,In-Store,Credit Card,Toys,1,1847.77,1847.77
T0009888,C00040,2025-08-29,In-Store,Cash,Toys,1,2963.49,2963.49
T0009890,C00040,2025-08-29,Mobile App,Debit Card,Beauty,2,1566.57,3133.13
T0000142,C00023,2025-08-29,Web,Credit Card,Books,1,1890.45,1890.45
T0000141,C00023,2025-08-29,In-Store,Credit Card,Books,2,113.4,226.81
T0009895,C00041,2025-08-29,In-Store,Debit Card,Electronics,1,720.79,720.79
T0009896,C00042,2025-08-29,Mobile App,Credit Card,Home & Kitchen,1,1448.48,1448.48
T0009899,C00042,2025-08-29,Mobile App,Cash,Books,1,1712.27,1712.27
T0000138,C00022,2025-08-29,Web,Debit Card,Books,1,1530.21,1530.21
T0000136,C00022,2025-08-29,Web,Credit Card,Sports,3,916.71,2750.13
T0009902,C00042,2025-08-29,Mobile App,Credit Card,Electronics,3,411.99,1235.97
T0000125,C00020,2025-08-29,Web,Credit Card,Electronics,1,2392.19,2392.19
T0000122,C00020,2025-08-29,Mobile App,Wallet,Toys,1,907.28,907.28
T0009911,C00044,2025-08-29,Web,Credit Card,Clothing,3,665.71,1997.13
T0009912,C00044,2025-08-29,Web,,Sports,1,2608.6,2608.6
T0009913,C00044,2025-08-29,Web,,Electronics,2,1077.93,2155.85
T0000120,C00019,2025-08-29,Web,Credit Card,Books,1,961.44,961.44
T0000108,C00018,2025-08-29,Web,Credit Card,Clothing,1,1328.37,1328.37
T0009917,C00044,2025-08-29,Mobile App,Cash,Books,2,576.46,1152.93
T0000100,C00016,2025-08-29,,Credit Card,Electronics,1,1057.71,1057.71
T0000098,C00016,2025-08-29,Mobile App,Debit Card,Toys,1,4769.71,4769.71
T0009922,C00045,2025-08-29,Web,Cash,Clothing,2,866.12,1732.25
T0000097,C00016,2025-08-29,Mobile App,Credit Card,Books,3,561.57,1684.72
T0000095,C00016,2025-08-29,In-Store,Debit Card,Toys,1,1763.32,1763.32
T0009886,C00040,2025-08-29,In-Store,Credit Card,Toys,2,682.96,1365.92
T0009925,C00045,2025-08-29,Mobile App,Wallet,Books,8,260.23,2081.8
T0000146,C00023,2025-08-29,Web,Wallet,Beauty,2,1569.6,3139.2
T0009881,C00039,2025-08-29,Mobile App,Credit Card,Home & Kitchen,1,1017.34,1017.34
T0000205,C00033,2025-08-29,Mobile App,Cash,Books,1,1374.32,1374.32
T0000204,C00033,2025-08-29,Mobile App,Credit Card,Electronics,1,786.36,786.36
T0000202,C00032,2025-08-29,Web,Debit Card,Beauty,3,509.2,1527.6
T0009855,C00034,2025-08-29,Web,Credit Card,Clothing,1,566.94,566.94
T0009856,C00034,2025-08-29,Mobile App,Wallet,Beauty,1,1012.77,1012.77
T0000200,C00032,2025-08-29,Web,Credit Card,Beauty,1,1595.09,1595.09
T0000198,C00031,2025-08-29,Mobile App,Credit Card,Clothing,1,1063.96,1063.96
T0000192,C00031,2025-08-29,In-Store,Cash,Toys,2,838.25,1676.49
T0009862,C00035,2025-08-29,Web,Cash,Clothing,1,1441.73,1441.73
T0009863,C00036,2025-08-29,Mobile App,Cash,Books,2,1359.6,2719.2
T0000191,C00030,2025-08-29,Web,Cash,Beauty,1,3297.42,3297.42
T0000187,C00030,2025-08-29,Web,Debit Card,Books,1,397.72,397.72
T0009866,C00036,2025-08-29,In-Store,Credit Card,Books,1,987.11,987.11
T0000185,C00029,2025-08-29,In-Store,Credit Card,Electronics,1,1856.94,1856.94
T0000174,C00028,2025-08-29,Web,Debit Card,Books,1,1120.75,1120.75
T0000173,C00028,2025-08-29,Web,Credit Card,Books,1,1788.75,1788.75
T0009872,C00037,2025-08-29,Web,Wallet,Clothing,1,3674.3,3674.3
T0000167,C00026,2025-08-29,Mobile App,Credit Card,Electronics,1,1361.38,1361.38
T0009875,C00038,2025-08-29,In-Store,Wallet,Sports,1,1912.91,1912.91
T0000162,C00026,2025-08-29,In-Store,Credit Card,Clothing,1,1897.25,1897.25
T0000158,C00025,2025-08-29,,Debit Card,Electronics,1,2365.28,2365.28
T0000157,C00025,2025-08-29,Web,Credit Card,Beauty,2,1349.06,2698.13
T0009879,C00039,2025-08-29,Mobile App,Cash,Beauty,2,1118.51,2237.02
T0000147,C00024,2025-08-29,In-Store,Credit Card,Beauty,1,2202.87,2202.87
T0000208,C00033,2025-08-29,Mobile App,Cash,Toys,1,3162.02,3162.02
T0009927,C00045,2025-08-29,Mobile App,Debit Card,Toys,1,1566.65,1566.65
T0009930,C00046,2025-08-29,Web,Debit Card,Toys,2,590.97,1181.94
T0009973,C00053,2025-08-29,Mobile App,Debit Card,Home & Kitchen,2,2119.12,4238.24
T0000033,C00005,2025-08-29,Web,Cash,Sports,3,516.27,1548.81
T0009977,C00054,2025-08-29,Mobile App,Credit Card,Clothing,1,1199.69,1199.69
T0009978,C00054,2025-08-29,Web,Credit Card,Books,2,291.21,582.42
T0000032,C00005,2025-08-29,Web,,Books,1,3929.94,3929.94
T0000026,C00004,2025-08-29,Web,,Clothing,2,796.61,1593.23
T0000021,C00003,2025-08-29,,Credit Card,Beauty,1,3001.53,3001.53
T0000020,C00003,2025-08-29,Web,Cash,Electronics,2,1590.14,3180.28
T0009983,C00054,2025-08-29,Web,Credit Card,Sports,1,605.59,605.59
T0009984,C00054,2025-08-29,In-Store,Credit Card,Books,1,851.06,851.06
T0009985,C00054,2025-08-29,Web,Credit Card,Clothing,2,616.97,1233.94
T0009986,C00055,2025-08-29,Web,Debit Card,Electronics,1,1779.85,1779.85
T0000015,C00003,2025-08-29,Web,Credit Card,Clothing,1,1874.8,1874.8
T0009989,C00055,2025-08-29,Web,Debit Card,Toys,1,1806.56,1806.56
T0000014,C00002,2025-08-29,Web,Credit Card,Toys,2,1658.76,3317.51
T0009991,C00056,2025-08-29,Mobile App,Credit Card,Home & Kitchen,2,1421.45,2842.9
T0000009,C00002,2025-08-29,Mobile App,Wallet,Electronics,1,3376.51,3376.51
T0000004,C00001,2025-08-29,Web,Debit Card,Sports,5,296.83,1484.15
T0009995,C00056,2025-08-29,Mobile App,Cash,Home & Kitchen,1,2256.6,2256.6
T0009996,C00056,2025-08-29,Web,Debit Card,Beauty,3,258.28,774.83
T0000003,C00001,2025-08-29,Mobile App,Credit Card,Clothing,1,1548.78,1548.78
T0010000,C00057,2025-08-29,Web,Wallet,Books,3,563.96,1691.88
T0010001,C00057,2025-08-29,In-Store,Wallet,Clothing,1,2258.37,2258.37
